file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/SQUAT PROSPECTORS/Thermal Visor.png;Thermal Visor;Squat Prospectors Tactics;"Play this gang tactic when activating a friendly
model.

For the duration of this activation, increase the
value of the Visibility (X"") rule by 6"". If the
Visibility CX"") rule is not in effect for this battle,
you may discard this gang tactic and select
another.";Visière thermique;Prospecteurs squat;"Jouez cette tactique de gang lors de l'activation d'un ami modèle. Pendant la durée de cette activation, augmentez le valeur de la règle de visibilité (X"") de 6"". Si le La règle Visibility CX"") n'est pas en vigueur pour cette bataille, vous pouvez abandonner cette tactique de gang et sélectionner un autre."
../TacticsCards/SQUAT PROSPECTORS/Too Stubborn to Die.png;Too Stubborn to Die;Squat Prospectors Tactics;"Play this gang tactic when damage is inflicted
upon a friendly fighter, after Injury dice are
rolled.

Discard one Injury dice of your choice before
applying the effects.";Trop têtu pour mourir;Prospecteurs squat;Jouez cette tactique de gang lorsque des dégâts sont infligés sur un combattant allié, après que les dés de blessure soient lancé. Défaussez un dé de blessure de votre choix avant appliquer les effets.
../TacticsCards/SQUAT PROSPECTORS/Vengeance of the Ironhead!.png;Vengeance of the lronhead!;Squat Prospectors Tactics;"Play this gang tactic after a friendly fighter has
been taken Out of Action by an enemy model.

A friendly fighter with line of sight to the enemy
fighter may immediately make a Shoot (Basic)
action targeting the enemy fighter.";Vengeance de l’Ironhead !;Prospecteurs squat;Jouez cette tactique de gang après qu'un combattant allié ait été mis hors de combat par une figurine ennemie. Un combattant allié avec une ligne de vue sur l'ennemi le combattant peut immédiatement effectuer un tir (Basique) action visant le combattant ennemi.
../TacticsCards/SQUAT PROSPECTORS/Veteran of the Wastes.png;Veteran of the Wastes;Squat Prospectors Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Until the end of the battle, a friendly model of
your choice gains a random skill from one of
their Primary skill sets.";Vétéran des Désolations;Prospecteurs squat;Jouez cette tactique de gang au début de la bataille, après que les deux camps se sont déployés, mais avant le premier round. Jusqu’à la fin de la bataille, une figurine alliée de votre choix gagne une compétence aléatoire parmi l’une de ses compétences Primaires.
../TacticsCards/UNDERDOG/Decoy.png;| Decoy;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has been
taken Out of Action by an enemy Champion or
Leader, this fighter gains D3 Experience points
ae 2D6x10 credits are added to your gang's
tash.";Leurre;Underdog;Au cours de l'étape 7 de la séquence pré-bataille, rentrez cette carte sous la carte Combattant d'un de vos combattants, mais ne le révélez pas à votre adversaire. Si, à la fin de la bataille, ce combattant a été mis hors de combat par un champion ennemi ou Leader, ce combattant gagne D3 points d'expérience et 2D6x10 crédits sont ajoutés à ceux de votre gang tas.
../TacticsCards/UNDERDOG/Giant Killer.png;Giant Killer;Underdog Tactics;"| Play this card at the start of the battle, before
the first round.

For the duration of the battle, all of your |
fighters gain 1 extra Experience point for
taking an enemy fighter Out of Action.";Tueur géant;Underdog;Jouez cette carte au début de la bataille, avant le premier tour. Pendant toute la durée de la bataille, tous vos les combattants gagnent 1 point d'expérience supplémentaire pour mettre un combattant ennemi hors de combat.
../TacticsCards/UNDERDOG/Grateful Trader.png;Grateful Trader;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Choose one item of Wargear from the Trading
Post, up to a value of 3D6x10 credits with

a Rarity of 10 or less. For the duration of this
game, you may equip one of your fighters with
the item. If you win the battle, that fighter may
Keep the item.";Commerçant reconnaissant;Underdog;Jouez cette carte pendant l'étape 7 de la pré-bataille séquence. Choisissez un élément d'équipement de guerre dans le commerce Publiez, jusqu'à une valeur de 3D6x10 crédits avec une rareté de 10 ou moins. Pendant la durée de ce jeu, vous pouvez équiper un de vos combattants avec l'article. Si vous gagnez la bataille, ce combattant pourra Gardez l'objet.
../TacticsCards/UNDERDOG/Hard Training.png;Hard Training;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
When the fighter activates for the first time,
reveal this card. You may immediately give this
fighter one Primary skill and one Secondary skill
of your choice. These skills last until the end of
the battle.";Entraînement intensif;Underdog;Au cours de l'étape 7 de la séquence pré-bataille, rentrez cette carte sous la carte Combattant d'un de vos combattants, mais ne le révélez pas à votre adversaire. Lorsque le combattant s'active pour la première fois, révélez cette carte. Vous pouvez immédiatement donner ceci combattant une compétence principale et une compétence secondaire de votre choix. Ces compétences durent jusqu'à la fin de la bataille.
../TacticsCards/UNDERDOG/Miraculous Recovery.png;Miraculous Recovery;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Choose one of your fighters who is in |
recovery. The fighter makes a sudden
recovery and is no longer in Recovery. You
may immediately swap this fighter for |
another fighter in your crew. |";Récupération miraculeuse;Underdog;Jouez cette carte pendant l'étape 7 de la pré-bataille séquence. Choisissez un de vos combattants qui est en récupération. Le combattant fait un soudain récupération et n’est plus en récupération. Vous peut immédiatement échanger ce combattant contre un autre combattant dans votre équipage.
../TacticsCards/UNDERDOG/Old Wound.png;Old Wound;Underdog Tactics;"| Play this card during Step 7 of the pre-battle
sequence.

Choose one of your opponent's fighters. |
This fighter begins the game with a Flesh
Wound.";Vieille blessure;Underdog;Jouez cette carte pendant l'étape 7 de la pré-bataille séquence. Choisissez l'un des combattants de votre adversaire. Ce combattant commence le jeu avec une chair Blessure.
../TacticsCards/UNDERDOG/Paid in Full.png;Paid in Full;Underdog Tactics;"| Play this card during Step 3 of the post-
battle sequence.

For each friendly fighter who was taken Out |
of Action, add D6x10 credits to your gang's
Stash.";Payé rubis sur l’ongle;Underdog;Jouez cette carte lors de l'étape 3 du post- séquence de combat. Pour chaque combattant allié éliminé d'Action, ajoutez D6x10 crédits à votre gang Cacher.
../TacticsCards/UNDERDOG/Secret Stash.png;Secret Stash;Underdog Tactics;"| Play this card during Step 3 of the post-
battle sequence.

If at least one of your fighters survived the |
battle without going Out of Action, add
3D6x10 credits to your gang’s Stash.";Cachette secrète;Underdog;Jouez cette carte lors de l'étape 3 du post- séquence de combat. Si au moins un de vos combattants a survécu au combattez sans vous mettre hors de combat, ajoutez 3D6x10 crédits dans la réserve de votre gang.
../TacticsCards/UNDERDOG/Sudden Death.png;Sudden Death;Underdog Tactics;"| During Step 7 of the pre-battle sequence,
tuck this card under the Fighter card of one
of your fighters, but do not reveal it to your
opponent. |
Should this fighter take and enemy
Champion or Leader Out of Action, your
gang gains +6 Reputation.";Mort subite;Underdog;Au cours de l'étape 7 de la séquence pré-bataille, placez cette carte sous la carte Combattant d'un de vos combattants, mais ne le révélez pas à vos adversaire. Si ce combattant devait prendre un ennemi Champion ou Leader Hors de combat, votre le gang gagne +6 en réputation.
../TacticsCards/UNDERDOG/Survivalist.png;Survivalist;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has not
gone Out of Action or succumbed to their
injuries, they gain D6 Experience points.";Survivaliste;Underdog;Au cours de l'étape 7 de la séquence pré-bataille, rentrez cette carte sous la carte Combattant d'un de vos combattants, mais ne le révélez pas à votre adversaire. Si, à la fin de la bataille, ce combattant n'a pas sont sortis hors de combat ou ont succombé à leur blessés, ils gagnent D6 points d’expérience.
../TacticsCards/UNDERDOG/Wandering Doc.png;Wandering Doc;Underdog Tactics;"| Play this card during Step 5 of the post-
battle sequence.

You may make one Medical Escort action
without having to pay the Doc's fee of

2D6x 10 credits from your gang's Stash.";Doc errant;Underdog;Jouez cette carte lors de l'étape 5 du post- séquence de combat. Vous pouvez effectuer une action d'escorte médicale sans avoir à payer les frais du Doc 2D6x 10 crédits de la réserve de votre gang.
../TacticsCards/UNDERDOG/Welcome Stranger 1.png;Welcome Stranger;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde";Bienvenue, étranger;Underdog;Jouez cette carte pendant l'étape 7 de la pré-bataille séquence. Votre gang peut immédiatement embaucher un eG Hired Arme d'une valeur allant jusqu'à 200 crédits gratuitement. 'Ceci le chasseur est ajouté à votre équipage avant le déploiement Si aucun modèle approprié n'est disponible, défaussez cette carte et dessinez-en un autre. Notez que cette carte est incluse deux fois dans ce deck, permettant potentiellement à deux Hired Guns d'être déployés
../TacticsCards/UNDERDOG/Welcome Stranger 2.png;Welcome Stranger;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde";Bienvenue, étranger;Underdog;Jouez cette carte pendant l'étape 7 de la pré-bataille séquence. Votre gang peut immédiatement embaucher un eG Hired Arme d'une valeur allant jusqu'à 200 crédits gratuitement. 'Ceci le chasseur est ajouté à votre équipage avant le déploiement Si aucun modèle approprié n'est disponible, défaussez cette carte et dessinez-en un autre. Notez que cette carte est incluse deux fois dans ce deck, permettant potentiellement à deux Hired Guns d'être déployés
../TacticsCards/VAN SAAR/ Bodyguard.png;| Bodyguard;Yan Saar Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

One fighter with the Gang Fighter (X) belonging
to your gang that is not part of your starting crew
may be added to your starting crew. Nominate

a Leader or Champion within your crew. For the
duration of this battle, the chosen Gang Fighter
(X) follows the rules for Exotic Beasts, as if they
were owned by the chosen Leader and Champion";Garde du corps;Van Saar;Jouez cette tactique de gang au début du Étape de déploiement de la séquence pré-bataille, avant que des combattants aient été déployés. Un combattant avec Gang Fighter (X) appartenant à votre gang qui ne fait pas partie de votre équipe de départ peuvent être ajoutés à votre équipage de départ. Nommer un leader ou un champion au sein de votre équipage. Pour le durée de cette bataille, le Gang Fighter choisi suit les règles des bêtes exotiques, comme s’il appartenait au leader ou au champion choisi
../TacticsCards/VAN SAAR/Ablative Mesh.png;Ablative Mesh;Yan Saar Tactics;"Play this gang tactic when a friendly Van Saar
fighter suffers a hit from any weapon with

a Strength characteristic other than '~’.

Treat this hit as having been caused by a weapon
with the Knockback trait but do not resolve

the hit itself. Instead, the hit is discarded.";Maille ablative;Van Saar;Jouez cette tactique de gang lorsqu'un Van Saar combattant allié subit un coup de une arme avec une caractéristique de Force autre que « ~ ». Traitez ce coup comme ayant été causé par une arme avec le trait Knockback mais ne résout pas le coup lui-même. Au lieu de cela, le coup est annulé.
../TacticsCards/VAN SAAR/Ammo Dump.png;Ammo Dump;Yan Saar Tactics;"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Place an additional
Ammo crate anywhere on the battlefield. Any
fighter that activates whilst within 3"" of this
Ammo crate that is not Seriously Injured and
that has a weapon that is currently Out of
Ammo may immediately make a free Reload
(Simple) action. A fighter can make this action
even if they would normally be unable to do so,
e.g., if an Out of Ammo weapon has Scarce trait.";Dépôt de munitions;Van Saar;"Jouez cette tactique au début du déploiement étape de la séquence pré-bataille, avant tout des combattants ont été déployés. Placez un supplément Caisse de munitions n'importe où sur le champ de bataille. N'importe lequel combattant qui s'active à moins de 3"" de ce Caisse de munitions qui n'est pas gravement blessée et qui possède une arme actuellement hors service Les munitions peuvent immédiatement effectuer un rechargement gratuit action (Simple). Un combattant peut faire cette action même s'ils en seraient normalement incapables, par exemple, si une arme à court de munitions a le trait Rare."
../TacticsCards/VAN SAAR/Arachni-ropes.png;Arachni-ropes;Yan Saar Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D6 friendly
fighters of your choice in your starting crew
count as being equipped with a grav chute
(make a note of this on the chosen fighters'
Fighter cards).";Arachni-cordes;Van Saar;Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés, mais avant le premier tour. Pendant toute la durée de cette bataille, D6 combattants alliés de votre choix dans votre équipage de départ compter comme étant équipé d'un parachute gravitaire (notez-le sur le compte des combattants choisis) cartes de combattant).
../TacticsCards/VAN SAAR/Auto-Healer.png;Auto-Healer;Van Saar Tactics;"| Play this card at the start of any End phase.

|

Choose one Seriously Injured fighter. Rather

than rolling the Injury dice, you can choose ©
to have the fighter suffer a Flesh Wound and

become Pinned.

|

|";Guérisseur automatique;Van Saar;Jouez cette carte au début de une phase de Fin. Choisissez un combattant gravement blessé. Plutôt plutôt que de lancer les dés de Blessure, vous pouvez choisir © faire subir au combattant une Blessure Légère et devenir Bloqué.
../TacticsCards/VAN SAAR/Blood Cleanser.png;Blood Cleanser;Van Saar Tactics;"| Play at the start of any turn.

For the duration of the round, all friendly
models count their Toughnessas higher |
when affected by weapons with the Toxin

or Gas traits.";Purificateur sanguin;Van Saar;Jouez au début d’un tour. Pendant toute la durée du round, tous amicaux modèles considèrent leur endurance comme plus élevée lorsqu'il est affecté par des armes contenant la toxine ou traits de gaz.
../TacticsCards/VAN SAAR/Comm Burst.png;Comm Burst;Van Saar Tactics;"| Play at the start of any turn.

For this round, your gang's Leader can make
Rally actions for Broken fighters anywhere |
on the board. In addition, the range of
Leading by Example is increased to 18"" for
Leaders and 12"" for Champions.";Salve de communication;Van Saar;"Jouez au début d’un tour. Pour ce tour, le chef de votre gang peut faire Actions de rassemblement pour les combattants brisés n'importe où au tableau. De plus, la gamme de Prêcher par l'exemple est augmenté à 18"" pour Leaders et 12"" pour les Champions."
../TacticsCards/VAN SAAR/Cortical Stimulants.png;Cortical Stimulants;Van Saar Tactics;"Play at the start of the game, after |
deployment.

One fighter in your gang automatically |
passes Intelligence checks for the duration

of the battle.";Stimulants corticaux;Van Saar;Jouez au début du jeu, après déploiement. Un combattant dans votre gang automatiquement réussit les contrôles d'Intelligence pour la durée de la bataille.
../TacticsCards/VAN SAAR/Data Mining.png;Data Mining;Yan Saar Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

Your opponent must immediately reveal to you
their remaining, unplayed gang tactics. After
reading your opponent's gang tactics, choose one.
Your opponent must immediately discard

the chosen gang tactic and randomly select
another.";Extraction de données;Van Saar;Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés, mais avant le premier tour. Votre adversaire doit vous révéler immédiatement leurs tactiques de gang restantes et non utilisées. Après en lisant les tactiques de gang de votre adversaire, choisissez-en une. Votre adversaire doit immédiatement défausser la tactique de gang choisie et sélectionnez au hasard un autre.
../TacticsCards/VAN SAAR/Defensive Protocols.png;Defensive Protocols;Yan Saar Tactics;"Play this gang tactic when a Leader or Champion
belonging to your gang is hit by a ranged attack,
before the hit is resolved.

You may choose to transfer the hit and all of its
effects onto any friendly fighter with the Gang
Fighter (X) special rule that is within 2"" of

the Leader or Champion that was hit.";Protocoles défensifs;Van Saar;"Jouez cette tactique de gang lorsqu'un leader ou un champion appartenant à votre gang est touché par une attaque à distance, avant que le coup ne soit résolu. Vous pouvez choisir de transférer le hit et l'ensemble de ses effets sur tout combattant allié du Gang Règle spéciale Combattant (X) qui se trouve à moins de 2"" de le leader ou le champion qui a été touché."
../TacticsCards/VAN SAAR/Enhanced Auspexes.png;Enhanced Auspexes;Van Saar Tactics;"| Play instead of activating a fighter.

For the remainder of the round, friendly
fighters may fire through line of sight |
blocking terrain such as doors and

barricades, but NOT through any
impassable terrain. These shots suffer a -2
penalty to hit and the target's armour save

is increased by 1.";Auspex améliorés;Van Saar;Jouez au lieu d'activer un combattant. Pour le reste du round, les combattants alliés peuvent tirer à travers la ligne de mire terrains bloquants tels que les portes et barricades, mais PAS à travers des terrain infranchissable. Ces tirs subissent un -2 pénalité pour toucher et sauvegarde d'armure de la cible est augmenté de 1.
../TacticsCards/VAN SAAR/Enhanced Cyberteknika.png;Enhanced Cyberteknika;Yan Saar Tactics;"Play this gang tactic at the start of Deployment
step of the pre-battle sequence, before any
fighters have been deployed. For the duration

of this battle, any fighters in your gang equipped
with a piece of Cyberteknika may treat that piece
as being of the next level up. E.g. fighter
equipped with a piece of Alpha Cyberteknika
counts as being equipped with the Gamma level
equivalent for the duration of this battle.
Fighters equipped with Omega level
Cyberteknika gain no benefit.";Cyberteknika améliorée;Van Saar;Jouez cette tactique de gang au début du déploiement étape de la séquence pré-bataille, avant tout des combattants ont été déployés. Pour la durée de cette bataille, tous les combattants de votre gang équipés avec un morceau de Cyberteknika peut traiter ce morceau comme étant du niveau supérieur. Par ex. combattant équipé d'un morceau d'Alpha Cyberteknika compte comme étant équipé du niveau Gamma équivalent pour la durée de cette bataille. Combattants équipés du niveau Omega Cyberteknika n’en tire aucun avantage.
../TacticsCards/VAN SAAR/Experimental Rig.png;Experimental Rig;Van Saar Tactics;"Play at the start of the game, after both sides
have deployed.

Choose a weapon possessed by a friendly
fighter. For the duration of the game, this
weapon increases its Long range by 6"" and its
Strength by 1, but loses the Plentiful trait if it
has it, and gains the Scarce trait if it doesn't
have it.";Harnais expérimental;Van Saar;"Jouez en début de partie, après les deux côtés ont déployé. Choisissez une arme possédée par un combattant allié. Pendant toute la durée du jeu, ceci l'arme augmente sa Longue portée de 6"" et sa Force de 1, mais perd le trait Abondant s'il l'a, et gagne le trait Rare si ce n'est pas le cas l'avoir."
../TacticsCards/VAN SAAR/Feigned Nobility.png;Feigned Nobility;Yan Saar Tactics;"Play this tactic at the start of Deployment step of
the pre-battle sequence, before deploying any
fighters. You may recruit either a House Agent
or a Dramatis Personae for this battle. They're
taken in addition to your starting crew. If you
don't have a model, you may discard this tactic
and select another. If this fighter is taken OoA,
every friendly fighter suffers a -2 modifier to
their Cool for the rest of this battle. If this is a
campaign battle, your gang loses 5 Rep and the
gang that takes this fighter OoA gains 3 Rep.";Noblesse feinte;Van Saar;Jouez cette tactique au début de l’étape de Déploiement de la séquence Pré-bataille, avant de déployer des combattants. Vous pouvez recruter soit un Agent de Maison, soit un Dramatis Personae pour cette bataille. Il est recruté en plus de votre équipage de départ. Si vous n’avez pas de figurine pour le représenter, vous pouvez défausser cette tactique et en choisir une autre. Si ce combattant est mis Hors de combat, chaque combattant de votre gang doit effectuer un test de Sang-froid.
../TacticsCards/VAN SAAR/Hyper Auto-Loader.png;| Hyper Auto-Loader;Van Saar Tactics;"Play when a fighter makes a ranged attack.

If the fighter is using a weapon with the Rapid
Fire trait, they may roll 2 extra Firepower dice.
After working out the effects of the shot, their
ranged weapon automatically counts as having
failed an Ammo check, regardless of the results
of the Firepower dice.";Hyper chargeur automatique;Van Saar;Jouez lorsqu'un combattant effectue une attaque à distance. Si le combattant utilise une arme avec le Rapid Trait Feu, ils peuvent lancer 2 dés de puissance de feu supplémentaires. Après avoir calculé les effets du tir, leur l'arme à distance compte automatiquement comme ayant a échoué à un contrôle de munitions, quels que soient les résultats des dés de puissance de feu.
../TacticsCards/VAN SAAR/Longshot.png;| Longshot;Yan Saar Tactics;"Play this gang tactic when a friendly Van Saar
fighter makes a Shoot (Basic) action, before
rolling any dice.

For the duration of this action, this fighter's BS
is 2+. In addition, for the duration of this action,
this fighter ignores all negative modifiers that
may apply to their hit rolls. However, after
resolving the attack, the weapon is immediately
Out of Ammo.";Tir longue distance;Van Saar;Jouez cette tactique de gang lorsqu'un Van Saar combattant allié effectue une action Tir (Basique), avant lancer un dé. Pendant toute la durée de cette action, le BS de ce combattant est 2+. De plus, pendant la durée de cette action, ce combattant ignore tous les modificateurs négatifs qui peuvent s'appliquer à leurs jets de touche. Cependant, après résolvant l'attaque, l'arme est immédiatement À court de munitions.
../TacticsCards/VAN SAAR/Medical Intervention.png;Medical Intervention;Yan Saar Tactics;"Play this gang tactic during any End phase,
before making any Recovery tests.

Choose one Seriously Injured friendly Van Saar
fighter. Do not make a Recovery test for this
fighter. Instead, this fighter immediately
recovers, exactly as if a Flesh Wound result had
been rolled for them.";Intervention médicale;Van Saar;Jouez cette tactique de gang pendant une phase de Fin, avant d'effectuer des tests de récupération. Choisissez un Van Saar amical grièvement blessé combattant. Ne faites pas de test de récupération pour cela combattant. Au lieu de cela, ce combattant a immédiatement récupère, exactement comme si un résultat de Flesh Wound avait été roulé pour eux.
../TacticsCards/VAN SAAR/Medical Protocols.png;Medical Protocols;Van Saar Tactics;"| Play at the start of any End phase.

For the duration of this End phase, when
any fighter assists a friendly fighter's |
Recovery test, roll an extra Injury dice, then
choose one to keep.";Protocoles médicaux;Van Saar;Jouez au début de une phase de Fin. Pendant la durée de cette phase de Fin, lorsque un combattant assiste un combattant allié Test de récupération, lancez un dé de blessure supplémentaire, puis choisissez-en un à conserver.
../TacticsCards/VAN SAAR/Mesh Underlay.png;Mesh Underlay;Van Saar Tactics;"| Play when a fighter is hit by a ranged attack.
For the remainder of the battle, the chosen
fighter's armour saves are not modified by |
AP when hit by a ranged attack.";Sous-couche en maille;Van Saar;A jouer lorsqu'un combattant est touché par une attaque à distance. Pour le reste de la bataille, les élus les sauvegardes d'armure du combattant ne sont pas modifiées par AP lorsqu'il est touché par une attaque à distance.
../TacticsCards/VAN SAAR/Overcharge.png;Overcharge;Van Saar Tactics;"Play when a fighter makes a ranged attack. |
For the duration of the fighter's activation, _
one of their Las or Plasma ranged weapons |
increases its Strength by 2.";Surcharge;Van Saar;Jouez lorsqu'un combattant effectue une attaque à distance. Pendant toute la durée d'activation du combattant, _ une de ses armes à distance Las ou Plasma augmente sa Force de 2.
../TacticsCards/VAN SAAR/Pneumatic Injectors.png;Pneumatic [njectors;Van Saar Tactics;"Play when a fighter makes a melee attack.
For the duration of the fighter's activation,
one of their melee weapons increases its
Strength by 2.";Injecteurs pneumatiques;Van Saar;Jouez lorsqu'un combattant effectue une attaque au corps à corps. Pendant toute la durée d'activation du combattant, l'une de ses armes de mêlée augmente son Force par 2.
../TacticsCards/VAN SAAR/Power Up.png;Power Up;Yan Saar Tactics;"Play this gang tactic when afriendly Van
Saar fighter makes an attack using any form

of 'las' weapon. |
For the duration of this action, the Strength
characteristic of the weapon used is doubled";Mise sous tension;Van Saar;Jouez cette tactique de gang lorsque vous êtes dans un Van amical Un combattant sarrois attaque sous une forme de 'las' arme. Pendant la durée de cette action, la Force la caractéristique de l’arme utilisée est doublée
../TacticsCards/VAN SAAR/Rad-clouds.png;Rad-clouds;Yan Saar Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Place D3 markers anywhere on the
battlefield, more than 6"" away from an enemy
fighter. Roll a D6 for any fighter, friend or foe,
that is not from House Van Saar that ends their
activation within 3"" of the centre of one of these
markers. On a 5 or 6, that fighter immediately
suffers a Flesh Wound. At the start of each End
phase, roll a D6 for each marker. On a 1,

the marker is removed.";Nuages rad;Van Saar;"Jouez cette tactique de gang au début de la bataille, après que les deux camps se soient déployés, mais avant le premier tour. Placez les marqueurs D3 n'importe où sur le champ de bataille, à plus de 6"" d'un ennemi combattant. Lancez un D6 pour un combattant, ami ou ennemi, ce n'est pas de la Maison Van Saar que se termine leur activation à moins de 3"" du centre de l'un d'entre eux marqueurs. Sur un 5 ou un 6, ce combattant immédiatement subit une Blessure Légère. Au début de chaque fin phase, lancez 1D6 pour chaque marqueur. Sur un 1, le marqueur est supprimé."
../TacticsCards/VAN SAAR/Rapid Fire.png;Rapid Fire;Van Saar Tactics;"| Play this card when activating a fighter.
This fighter can perform a free Shoot (Basic)
action during its activation. This free action |
is in addition to its two normal actions.";Tir rapide;Van Saar;Jouez cette carte lors de l'activation d'un combattant. Ce combattant peut effectuer un tir gratuit (Basique) action lors de son activation. Cette action gratuite s'ajoute à ses deux actions normales.
../TacticsCards/VAN SAAR/Security Override.png;Security Override;Yan Saar Tactics;"If your gang is the attacker, play this tactic during
the Priority phase of any round, after Roll for
Priority, but before Ready Fighters. If your gang
is not the attacker, discard this tactic and select
another. Every closed door on the battlefield
immediately opens. Every locked door
immediately unlocks and opens. Every door
terminal on the battlefield immediately ceases

to function (and may be removed). If there are
fewer than three doors on the battlefield, you
may discard this tactic and select another.";Contournement de sécurité;Van Saar;Si votre gang est l'attaquant, utilisez cette tactique pendant la phase de priorité de un tour, après avoir lancé un lancer pour Priorité, mais avant Ready Fighters. Si ton gang n'est pas l'attaquant, abandonnez cette tactique et sélectionnez un autre. Chaque porte fermée sur le champ de bataille s'ouvre immédiatement. Chaque porte verrouillée se déverrouille et s'ouvre immédiatement. Chaque porte le terminal sur le champ de bataille cesse immédiatement pour fonctionner (et peut être supprimé). S'il y a moins de trois portes sur le champ de bataille, vous peut abandonner cette tactique et en choisir une autre.
../TacticsCards/VAN SAAR/Shut-in.png;Shut-in;Yan Saar Tactics;"If you are the defender, play this tactic during
the Priority phase of any round, after Roll for
Priority, but before Ready Fighters. If you aren't
the defender, discard this tactic and select another
Open doors on the battlefield immediately close.
Doors with a terminal become locked. Closed
doors without a terminal also become locked but
can only be opened by force, either by targeting
with attacks or by performing a Force Door
(Basic) action. If there are fewer than three doors
you may discard this tactic and select another.";Reclus;Van Saar;Si vous êtes le défenseur, utilisez cette tactique pendant la phase de priorité de un tour, après avoir lancé un lancer pour Priorité, mais avant Ready Fighters. Si tu ne l'es pas le défenseur, abandonnez cette tactique et sélectionnez-en une autre Les portes ouvertes sur le champ de bataille se ferment immédiatement. Les portes équipées d'un terminal se verrouillent. Fermé les portes sans terminal se verrouillent également mais ne peut être ouvert que par la force, soit en ciblant avec des attaques ou en effectuant une Porte de Force action (Basique). S'il y a moins de trois portes vous pouvez abandonner cette tactique et en sélectionner une autre.
../TacticsCards/VAN SAAR/Tracer Fire.png;Tracer Fire;Yan Saar Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

For the duration of this round, any friendly
fighter that performs a Shoot (Basic) or Shoot
(Double) action as part of a Group Activation
may apply a +1 modifier to their Ballistic Skill
for the duration of their activation.";Feu traceur;Van Saar;Jouez cette tactique de gang pendant la phase de Priorité de un tour, après le lancer de priorité, mais avant activation des combattants Prêts. Pendant la durée de ce tour, tout match amical combattant qui effectue un Shoot (Basic) ou Shoot (Double) action dans le cadre d'une Activation de Groupe peut appliquer un modificateur de +1 à sa compétence balistique pendant toute la durée de son activation.
../TacticsCards/VAN SAAR/Unexpected Allies.png;Unexpected Allies;Yan Saar Tactics;"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Your gang may
immediately recruit up to three Subteks. They're
recruited for free but will leave the gang at the
end of this battle. Each Subtek has either a lasgu
or two laspistols. These fighters aren't counted
towards your maximum crew size - they're taken
in addition to your starting crew. If you don't
have models available, you may discard this tactic
and select another.";Des alliés inattendus;Van Saar;Jouez cette tactique au début du déploiement étape de la séquence pré-bataille, avant tout des combattants ont été déployés. Votre gang peut recrutez immédiatement jusqu'à trois Subteks. Ils sont recruté gratuitement mais laissera le gang au fin de cette bataille. Chaque Subtek possède soit un lasgu ou deux pistolets laser. Ces combattants ne sont pas comptés vers la taille maximale de votre équipage - ils sont pris en plus de votre équipage de départ. Si tu ne le fais pas avez des modèles disponibles, vous pouvez abandonner cette tactique et sélectionnez-en un autre.
../TacticsCards/VAN SAAR/Warforge.png;Warforge;Van Saar Tactics;"| Play at the start of the game, after both sides
have deployed.

For the duration of this battle, all friendly
models add a +1 modifier to any Ammo
checks they are required to take.";Forge de guerre;Van Saar;Jouez en début de partie, après les deux côtés ont déployé. Pendant toute la durée de cette bataille, tous amicaux les figurines ajoutent un modificateur de +1 à une munition contrôles qu'ils sont tenus de faire.
