file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/OUTCASTS/Worthless.png,Worthless,Outcasts Tactics,"Play this gang tactic when a friendly fighter is
taken Out of Action.

No XP is gained for the fighter being taken

Out of Action. In addition, do not count this
fighter as having been taken Out of Action when
determining scenario rewards.",,,
../TacticsCards/OUTCASTS/Wyrd Occurrence.png,Wyrd Occurrence,Outcasts Tactics,"Play this gang tactic when activating a friendly
fighter.

The fighter immediately performs one of the
following Wyrd Power actions (without the need
to make a Willpower check). Their activation
then ends:

Chronomancy - Freeze Time (Double),
Divination - Misfortune (Basic),

Pyromancy - Molten Bolt (Basic).",,,
../TacticsCards/SLAVE OGRYNS/Avenging Ogryn.png,Avenging Ogryn,Slave Ogryns Tactics,"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action by an attack made
by an enemy fighter. Choose a friendly Slave
Ogryn that is Standing and Active, and has

a Ready marker on them. Until the end of this
round, that fighter automatically passes any
Nerve tests it has to make. In addition,

the fighter immediately activates, interrupting
the enemy fighter's turn, and performs their
activation as normal. This fighter then loses their
Ready marker.",,,
../TacticsCards/SLAVE OGRYNS/Chain Breaker.png,Chain Breaker,Slave Ogryns Tactics,"Play this tactic at the start of the battle, after bot .
sides have deployed, but before the first round.
Until the end of battle, don't roll Recovery for
any friendly Slave Ogryns that are Webbed. Trea
them as having rolled a Flesh Wound and they
immediately become Standing. If your opponent
doesn't have any fighters with Web weapons, you
may discard this gang tactic and select another.
Alternatively, if it's a campaign battle, friendly
fighters can't be captured; any captured fighter
counts as having rolled an Out Cold result.",,,
../TacticsCards/SLAVE OGRYNS/Die on Your Feet.png,Die on Your Feet,Slave Ogryns Tactics,"Play this gang tactic at the start of the battle, afte
both sides have deployed, but before the first
round. Until the end of this battle, when

a fiend: Slave Ogryn fighter is the target of

a Coup De Grace (Simple) action, they take D3
Flesh Wounds instead of going Out of Action.
The Slave Ogryn is then immediately moved 1""
directly away from the fighter performing the
action and is placed Prone and Pinned - they

are no longer Seriously Injured.",,,
../TacticsCards/SLAVE OGRYNS/Freedom in Death.png,Freedom in Death,Slave Ogryns Tactics,"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action.

Before removing this fighter from the battlefield,
they may immediately make a free Shoot (Basic)
action with a weapon with the Grenade trait they
are equipped with that has the Blast (3 ""/5""/*)
trait. The central hole of the Blast marker must
be centered over this fighter and the attack
automatically hits.",,,
../TacticsCards/SLAVE OGRYNS/Gene-Bred.png,Gene- Bred,Slave Ogryns Tactics,"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Choose a Slave
Ogryn fighter in your starting crew. Until

the end of this battle, that fighter gains up to
two Gene-smithing upgrades. These must be
chosen from the Unborn Gene-smithed
Upgrades but do not affect the fighter's Credit
cost. Any upgrade that affects the fighter during
the post-battle sequence will affect the Slave
Ogryn fighter before upgrades is removed.",,,
../TacticsCards/SLAVE OGRYNS/Hidden Loyalties.png,Hidden Loyalties,Slave Ogryns Tactics,"Play this gang tactic at the start of the |
Deployment step of the pre-battle sequence,
before any fighters have been deployed. |
Choose a fighter from your starting crew.
Unul the end of this battle, that fighter
gains the Infiltrate skill. |",,,
../TacticsCards/SLAVE OGRYNS/Limb from Limb.png,Limb from Limb,Slave Ogryns Tactics,"Play this gang tactic when activating |
a friendly Slave Ogryn fighter.

Unul the End phase of this round, |
any weapon with the Melee trait the fighter
carries gains the Sever trait.",,,
../TacticsCards/SLAVE OGRYNS/Looted Gear.png,Looted Gear,Slave Ogryns Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

Choose a fighter from your starting crew that is
on the battlefield and place a marker on that
fighter's card. Until the end of this battle, a singl
weapon that fighter is epee with loses one
of the following Traits: Reckless, Scarce,
Unwieldy. You may choose which weapon is
affected by this tactic and which Trait is lost.",,,
"../TacticsCards/SLAVE OGRYNS/No, I’m Smarticus! .png","No, I'm Smarticus!",Slave Ogryns Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters. Until the End phase of this
round, roll a D6 each time a friendly Slave Ogryn
fighter with the Gang Leader special rule is the
target of a Shoot (Basic) action. On a 3+, you
may transfer any successful hits that result from
that action to a friendly Slave Osryn fignter
within 3"" of the fighter with the Gang Leader
special rule. Hits caused by a weapon with the
Blast (3"" /5"" /*) trait are unaffected by this tactic.",,,
../TacticsCards/SLAVE OGRYNS/Not Today!.png,Not Today!,Slave Ogryns Tactics,"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action by an attack made
with a ranged weapon.

Before removing the fighter from the battlefield,
they may immediately become Standing and
make a free Charge (Double) action. Immediately
after this action, and ay subsequent Fight (Basic
action made as part of the Charge (Double)
action, is resolved, the fighter goes Out of Action
as normal.",,,
../TacticsCards/SLAVE OGRYNS/Out of My Way!.png,Out of my Way!,Slave Ogryns Tactics,"Play this gang tactic when activating a friendly
Slave Ogryn fighter.

Until the End phase of this round, the fighter
gains the Hur! skill if they did not already have it.
In addition, the Hurl (Basic) action becomes

a Hurl (Simple) action for this fighter. Any
enemy fighter that is the target of this action
must take a Strength check rather than an
Initiative check; if they fail, the enemy fighter is
hurled.",,,
../TacticsCards/SLAVE OGRYNS/Quicker Than They Look.png,Quicker Than They Look,Slave Ogryns Tactics,"Play this gang tactic when activating |
a friendly Slave Ogryn fighter.

Unul the End phase of this round, this |
fighter doubles their base Move
characteristic while making a Charge
(Double) action. |",,,
../TacticsCards/SLAVE OGRYNS/Reboot.png,| Reboot,Slave Ogryns Tactics,"Play this gang tactic when a friendly Seriously
Injured Lobo-slave fighter is activated.

This Lobo-slave immediately removes any Flesh
Wounds and becomes Standing and Active.
However, until the end of this battle, decrease
this Lobo-slave's Weapon Skill and Attacks
characteristics by 1, to a minimum of 6+ and 1
respectively",,,
../TacticsCards/SLAVE OGRYNS/Resurgent Threat.png,Resurgent Threat,Slave Ogryns Tactics,"Play this gang tactic during the End phase, |
before making any Bottle tests.

Your gang immediately passes their Bottle |
test, without the need to roll a D6. In
addition, you can choose who wins Priority
in the next round. |",,,
../TacticsCards/SLAVE OGRYNS/Slave Becomes Master.png,Slave Becomes Master,Slave Ogryns Tactics,"Play this tactic at the start of the Deployment step
of the pre-battle sequence, before any fighters
have been deployed. Your gang may immediately
recruit up to two Goliath Juves or one Goliath
Ganger for free. They will leave the gang at the
end of this battle. Each fighter has Frenzon collar
and either a stub gun or a maul and an axe. They
aren't counted towards your max crew size

- they're taken in addition to your starting crew.
If you don't have models available, you may
discard this gang tactic and select another.",,,
../TacticsCards/SLAVE OGRYNS/Strong and Steady.png,Strong and Steady,Slave Ogryns Tactics,"Play this gang tactic when a friendly fighter is hit
by a ranged attack, before they become Prone
and Pinned.

Immediately make a Strength test for the fighter.
If it is passed, they do not become Pinned.

This gang tactic can be played after a fighter has
failed a Cool check as part of the Nerves of Steel
skill.",,,
../TacticsCards/SLAVE OGRYNS/Tools of the Trade.png,Tools of the Trade,Slave Ogryns Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Choose a fighter from your starting crew that is
on the battlefield and place a marker on their
Fighter card. Choose one weapon with the Melee
trait that the fighter is equipped with. For the
duration of this battle, the Fehtet's Weapon Skill
is treated as 2+ when making attacks with that
weapon.",,,
../TacticsCards/SLAVE OGRYNS/Unleash the Storm.png,Unleash the Storm,Slave Ogryns Tactics,"Play this gang tactic when a friendly Slave Ogryn
fighter makes an attack with a Storm-welder,
before rolling any dice.

Until the End phase of this round, the Storm-
-welder loses the Reckless trait. However, at the
end of this fighter's activation, the weapon
immediately goes Out of Ammo as if they rolled
the Ammo symbol on the Firepower dice; this
counts as an additional roll of the Ammo symbol
for the purposes of Storm-welder's Unstable trait",,,
../TacticsCards/SQUAT PROSPECTORS/Ancestral Weapon.png,Ancestral Weapon,Squat Prospectors Tactics,"Play this gang tactic when making a ranged attack
with a friendly fighter.

For the duration of this attack, increase the
fighter's BS by 1.",,,
../TacticsCards/SQUAT PROSPECTORS/Assault Tunnel.png,Assault Tunnel,Squat Prospectors Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Select a friendly fighter that is not
part of your starting crew and is not subject to
the Mounted condition. At the start of the third
round, before rolling for Initiative, the fighter
may be placed anywhere on the battlefield that
is at least 12"" away from any enemy models. If
there are no eligible fighters in your gang, you
may discard this gang tactic and select another.",,,
../TacticsCards/SQUAT PROSPECTORS/Brace for Impact!.png,Brace for Impact!,Squat Prospectors Tactics,"Play this gang tactic after a friendly fighter has
been Engaged by an enemy fighter performing
the Charge (Double) action, before the enemy
fighter rolls any dice to attack.

For the duration of this attack, add 1 to any save
rolls made by the friendly fighter.",,,
../TacticsCards/SQUAT PROSPECTORS/Deathblow!.png,| Deathblow!,Squat Prospectors Tactics,"Play this gang tactic when resolving damage on
an enemy fighter as a result of an attack made

by a friendly model, after rolling the Injury dice.
If you roll two or more results of Seriously
Injured, the enemy fighter is taken Out of Action
instead.",,,
../TacticsCards/SQUAT PROSPECTORS/Finest Craftsmanship.png,Finest Craftsmanship,Squat Prospectors Tactics,"Play this gang tactic when making a ranged attack
with a friendly model, before rolling to hit.

For the duration of this attack, either the Hit roll
or Wound roll may be re-rolled.",,,
../TacticsCards/SQUAT PROSPECTORS/Fire in the Hole!.png,Fire in the Hole!,Squat Prospectors Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D3 friendly
fighters of your choice count as being equipped
with blasting charges.",,,
../TacticsCards/SQUAT PROSPECTORS/Get Back!.png,Get Back!,Squat Prospectors Tactics,"Play this gang tactic when a friendly fighter is
making Reaction attacks, before rolling any dice.
For the duration of this attack, the fighter's
attacks gain the Knockback trait.",,,
../TacticsCards/SQUAT PROSPECTORS/Honour the Ancestors.png,Honour the Ancestors,Squat Prospectors Tactics,"Play this gang tactic when making a Cool check
for a friendly fighter, before rolling any dice.
The fighter automatically passes the Cool check;
there is no need to roll any dice.",,,
../TacticsCards/SQUAT PROSPECTORS/Listen to your Elders!.png,Listen to your Elders!,Squat Prospectors Tactics,"Play this gang tactic when making a Group
Activation.

Increase the number of fighters that can be
activated as part of the Group Activation by 1.",,,
../TacticsCards/SQUAT PROSPECTORS/Made to take a Beating.png,Made to take a Beating,Squat Prospectors Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, a friendly fighter
of your choice reduces the AP of all attacks
targeting them by 1.",,,
../TacticsCards/SQUAT PROSPECTORS/Mother Lode!.png,Mother Lode!,Squat Prospectors Tactics,"Play this gang tactic during the Wrap-up phase
of the post- battle sequence.

If your gang won the scenario, add 2D6x10
credits to your gang's Stash.",,,
../TacticsCards/SQUAT PROSPECTORS/Running Repairs.png,Running Repairs,Squat Prospectors Tactics,"Play this gang tactic when activating a friendly
vehicle.

The vehicle immediately regains D3 HP lost
earlier in battle.",,,
../TacticsCards/SQUAT PROSPECTORS/Running on Vapours.png,Running on Vapours,Squat Prospectors Tactics,"Play this gang tactic at the start of any round,
before rolling for Initiative.

One enemy vehicle of your choice changes its
Status to Stationary and Stalled. If the enemy
gang doesn't have any vehicles in its starting
crew, you may discard this gang tactic and
select another.",,,
../TacticsCards/SQUAT PROSPECTORS/Scrapper’s Delight.png,Scrapper’s Delight,Squat Prospectors Tactics,"Play this gang tactic when a friendly fighter
opens a Loot casket, before rolling to determine
the casket's contents.

Instead of rolling to determine the Loot casket's
contents, add D3x10 credits to your gang's Stash
and then remove the Loot casket from the
battlefield.",,,
../TacticsCards/SQUAT PROSPECTORS/Thermal Visor.png,Thermal Visor,Squat Prospectors Tactics,"Play this gang tactic when activating a friendly
model.

For the duration of this activation, increase the
value of the Visibility (X"") rule by 6"". If the
Visibility CX"") rule is not in effect for this battle,
you may discard this gang tactic and select
another.",,,
../TacticsCards/SQUAT PROSPECTORS/Too Stubborn to Die.png,Too Stubborn to Die,Squat Prospectors Tactics,"Play this gang tactic when damage is inflicted
upon a friendly fighter, after Injury dice are
rolled.

Discard one Injury dice of your choice before
applying the effects.",,,
../TacticsCards/SQUAT PROSPECTORS/Vengeance of the Ironhead!.png,Vengeance of the lronhead!,Squat Prospectors Tactics,"Play this gang tactic after a friendly fighter has
been taken Out of Action by an enemy model.

A friendly fighter with line of sight to the enemy
fighter may immediately make a Shoot (Basic)
action targeting the enemy fighter.",,,
../TacticsCards/SQUAT PROSPECTORS/Veteran of the Wastes.png,Veteran of the Wastes,Squat Prospectors Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Until the end of the battle, a friendly model of
your choice gains a random skill from one of
their Primary skill sets.",,,
../TacticsCards/UNDERDOG/Decoy.png,| Decoy,Underdog Tactics,"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has been
taken Out of Action by an enemy Champion or
Leader, this fighter gains D3 Experience points
ae 2D6x10 credits are added to your gang's
tash.",,,
../TacticsCards/UNDERDOG/Giant Killer.png,Giant Killer,Underdog Tactics,"| Play this card at the start of the battle, before
the first round.

For the duration of the battle, all of your |
fighters gain 1 extra Experience point for
taking an enemy fighter Out of Action.",,,
../TacticsCards/UNDERDOG/Grateful Trader.png,Grateful Trader,Underdog Tactics,"Play this card during Step 7 of the pre-battle
sequence.

Choose one item of Wargear from the Trading
Post, up to a value of 3D6x10 credits with

a Rarity of 10 or less. For the duration of this
game, you may equip one of your fighters with
the item. If you win the battle, that fighter may
Keep the item.",,,
../TacticsCards/UNDERDOG/Hard Training.png,Hard Training,Underdog Tactics,"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
When the fighter activates for the first time,
reveal this card. You may immediately give this
fighter one Primary skill and one Secondary skill
of your choice. These skills last until the end of
the battle.",,,
../TacticsCards/UNDERDOG/Miraculous Recovery.png,Miraculous Recovery,Underdog Tactics,"Play this card during Step 7 of the pre-battle
sequence.

Choose one of your fighters who is in |
recovery. The fighter makes a sudden
recovery and is no longer in Recovery. You
may immediately swap this fighter for |
another fighter in your crew. |",,,
../TacticsCards/UNDERDOG/Old Wound.png,Old Wound,Underdog Tactics,"| Play this card during Step 7 of the pre-battle
sequence.

Choose one of your opponent's fighters. |
This fighter begins the game with a Flesh
Wound.",,,
../TacticsCards/UNDERDOG/Paid in Full.png,Paid in Full,Underdog Tactics,"| Play this card during Step 3 of the post-
battle sequence.

For each friendly fighter who was taken Out |
of Action, add D6x10 credits to your gang's
Stash.",,,
../TacticsCards/UNDERDOG/Secret Stash.png,Secret Stash,Underdog Tactics,"| Play this card during Step 3 of the post-
battle sequence.

If at least one of your fighters survived the |
battle without going Out of Action, add
3D6x10 credits to your gang’s Stash.",,,
../TacticsCards/UNDERDOG/Sudden Death.png,Sudden Death,Underdog Tactics,"| During Step 7 of the pre-battle sequence,
tuck this card under the Fighter card of one
of your fighters, but do not reveal it to your
opponent. |
Should this fighter take and enemy
Champion or Leader Out of Action, your
gang gains +6 Reputation.",,,
../TacticsCards/UNDERDOG/Survivalist.png,Survivalist,Underdog Tactics,"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has not
gone Out of Action or succumbed to their
injuries, they gain D6 Experience points.",,,
../TacticsCards/UNDERDOG/Wandering Doc.png,Wandering Doc,Underdog Tactics,"| Play this card during Step 5 of the post-
battle sequence.

You may make one Medical Escort action
without having to pay the Doc's fee of

2D6x 10 credits from your gang's Stash.",,,
../TacticsCards/UNDERDOG/Welcome Stranger 1.png,Welcome Stranger,Underdog Tactics,"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde",,,
../TacticsCards/UNDERDOG/Welcome Stranger 2.png,Welcome Stranger,Underdog Tactics,"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde",,,
../TacticsCards/VAN SAAR/ Bodyguard.png,| Bodyguard,Yan Saar Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

One fighter with the Gang Fighter (X) belonging
to your gang that is not part of your starting crew
may be added to your starting crew. Nominate

a Leader or Champion within your crew. For the
duration of this battle, the chosen Gang Fighter
(X) follows the rules for Exotic Beasts, as if they
were owned by the chosen Leader and Champion",,,
../TacticsCards/VAN SAAR/Ablative Mesh.png,Ablative Mesh,Yan Saar Tactics,"Play this gang tactic when a friendly Van Saar
fighter suffers a hit from any weapon with

a Strength characteristic other than '~’.

Treat this hit as having been caused by a weapon
with the Knockback trait but do not resolve

the hit itself. Instead, the hit is discarded.",,,
../TacticsCards/VAN SAAR/Ammo Dump.png,Ammo Dump,Yan Saar Tactics,"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Place an additional
Ammo crate anywhere on the battlefield. Any
fighter that activates whilst within 3"" of this
Ammo crate that is not Seriously Injured and
that has a weapon that is currently Out of
Ammo may immediately make a free Reload
(Simple) action. A fighter can make this action
even if they would normally be unable to do so,
e.g., if an Out of Ammo weapon has Scarce trait.",,,
../TacticsCards/VAN SAAR/Arachni-ropes.png,Arachni-ropes,Yan Saar Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D6 friendly
fighters of your choice in your starting crew
count as being equipped with a grav chute
(make a note of this on the chosen fighters'
Fighter cards).",,,
../TacticsCards/VAN SAAR/Auto-Healer.png,Auto-Healer,Van Saar Tactics,"| Play this card at the start of any End phase.

|

Choose one Seriously Injured fighter. Rather

than rolling the Injury dice, you can choose ©
to have the fighter suffer a Flesh Wound and

become Pinned.

|

|",,,
../TacticsCards/VAN SAAR/Blood Cleanser.png,Blood Cleanser,Van Saar Tactics,"| Play at the start of any turn.

For the duration of the round, all friendly
models count their Toughnessas higher |
when affected by weapons with the Toxin

or Gas traits.",,,
../TacticsCards/VAN SAAR/Comm Burst.png,Comm Burst,Van Saar Tactics,"| Play at the start of any turn.

For this round, your gang's Leader can make
Rally actions for Broken fighters anywhere |
on the board. In addition, the range of
Leading by Example is increased to 18"" for
Leaders and 12"" for Champions.",,,
../TacticsCards/VAN SAAR/Cortical Stimulants.png,Cortical Stimulants,Van Saar Tactics,"Play at the start of the game, after |
deployment.

One fighter in your gang automatically |
passes Intelligence checks for the duration

of the battle.",,,
../TacticsCards/VAN SAAR/Data Mining.png,Data Mining,Yan Saar Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

Your opponent must immediately reveal to you
their remaining, unplayed gang tactics. After
reading your opponent's gang tactics, choose one.
Your opponent must immediately discard

the chosen gang tactic and randomly select
another.",,,
../TacticsCards/VAN SAAR/Defensive Protocols.png,Defensive Protocols,Yan Saar Tactics,"Play this gang tactic when a Leader or Champion
belonging to your gang is hit by a ranged attack,
before the hit is resolved.

You may choose to transfer the hit and all of its
effects onto any friendly fighter with the Gang
Fighter (X) special rule that is within 2"" of

the Leader or Champion that was hit.",,,
../TacticsCards/VAN SAAR/Enhanced Auspexes.png,Enhanced Auspexes,Van Saar Tactics,"| Play instead of activating a fighter.

For the remainder of the round, friendly
fighters may fire through line of sight |
blocking terrain such as doors and

barricades, but NOT through any
impassable terrain. These shots suffer a -2
penalty to hit and the target's armour save

is increased by 1.",,,
../TacticsCards/VAN SAAR/Enhanced Cyberteknika.png,Enhanced Cyberteknika,Yan Saar Tactics,"Play this gang tactic at the start of Deployment
step of the pre-battle sequence, before any
fighters have been deployed. For the duration

of this battle, any fighters in your gang equipped
with a piece of Cyberteknika may treat that piece
as being of the next level up. E.g. fighter
equipped with a piece of Alpha Cyberteknika
counts as being equipped with the Gamma level
equivalent for the duration of this battle.
Fighters equipped with Omega level
Cyberteknika gain no benefit.",,,
../TacticsCards/VAN SAAR/Experimental Rig.png,Experimental Rig,Van Saar Tactics,"Play at the start of the game, after both sides
have deployed.

Choose a weapon possessed by a friendly
fighter. For the duration of the game, this
weapon increases its Long range by 6"" and its
Strength by 1, but loses the Plentiful trait if it
has it, and gains the Scarce trait if it doesn't
have it.",,,
../TacticsCards/VAN SAAR/Feigned Nobility.png,Feigned Nobility,Yan Saar Tactics,"Play this tactic at the start of Deployment step of
the pre-battle sequence, before deploying any
fighters. You may recruit either a House Agent
or a Dramatis Personae for this battle. They're
taken in addition to your starting crew. If you
don't have a model, you may discard this tactic
and select another. If this fighter is taken OoA,
every friendly fighter suffers a -2 modifier to
their Cool for the rest of this battle. If this is a
campaign battle, your gang loses 5 Rep and the
gang that takes this fighter OoA gains 3 Rep.",,,
../TacticsCards/VAN SAAR/Hyper Auto-Loader.png,| Hyper Auto-Loader,Van Saar Tactics,"Play when a fighter makes a ranged attack.

If the fighter is using a weapon with the Rapid
Fire trait, they may roll 2 extra Firepower dice.
After working out the effects of the shot, their
ranged weapon automatically counts as having
failed an Ammo check, regardless of the results
of the Firepower dice.",,,
../TacticsCards/VAN SAAR/Longshot.png,| Longshot,Yan Saar Tactics,"Play this gang tactic when a friendly Van Saar
fighter makes a Shoot (Basic) action, before
rolling any dice.

For the duration of this action, this fighter's BS
is 2+. In addition, for the duration of this action,
this fighter ignores all negative modifiers that
may apply to their hit rolls. However, after
resolving the attack, the weapon is immediately
Out of Ammo.",,,
../TacticsCards/VAN SAAR/Medical Intervention.png,Medical Intervention,Yan Saar Tactics,"Play this gang tactic during any End phase,
before making any Recovery tests.

Choose one Seriously Injured friendly Van Saar
fighter. Do not make a Recovery test for this
fighter. Instead, this fighter immediately
recovers, exactly as if a Flesh Wound result had
been rolled for them.",,,
../TacticsCards/VAN SAAR/Medical Protocols.png,Medical Protocols,Van Saar Tactics,"| Play at the start of any End phase.

For the duration of this End phase, when
any fighter assists a friendly fighter's |
Recovery test, roll an extra Injury dice, then
choose one to keep.",,,
../TacticsCards/VAN SAAR/Mesh Underlay.png,Mesh Underlay,Van Saar Tactics,"| Play when a fighter is hit by a ranged attack.
For the remainder of the battle, the chosen
fighter's armour saves are not modified by |
AP when hit by a ranged attack.",,,
../TacticsCards/VAN SAAR/Overcharge.png,Overcharge,Van Saar Tactics,"Play when a fighter makes a ranged attack. |
For the duration of the fighter's activation, _
one of their Las or Plasma ranged weapons |
increases its Strength by 2.",,,
../TacticsCards/VAN SAAR/Pneumatic Injectors.png,Pneumatic [njectors,Van Saar Tactics,"Play when a fighter makes a melee attack.
For the duration of the fighter's activation,
one of their melee weapons increases its
Strength by 2.",,,
../TacticsCards/VAN SAAR/Power Up.png,Power Up,Yan Saar Tactics,"Play this gang tactic when afriendly Van
Saar fighter makes an attack using any form

of 'las' weapon. |
For the duration of this action, the Strength
characteristic of the weapon used is doubled",,,
../TacticsCards/VAN SAAR/Rad-clouds.png,Rad-clouds,Yan Saar Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Place D3 markers anywhere on the
battlefield, more than 6"" away from an enemy
fighter. Roll a D6 for any fighter, friend or foe,
that is not from House Van Saar that ends their
activation within 3"" of the centre of one of these
markers. On a 5 or 6, that fighter immediately
suffers a Flesh Wound. At the start of each End
phase, roll a D6 for each marker. On a 1,

the marker is removed.",,,
../TacticsCards/VAN SAAR/Rapid Fire.png,Rapid Fire,Van Saar Tactics,"| Play this card when activating a fighter.
This fighter can perform a free Shoot (Basic)
action during its activation. This free action |
is in addition to its two normal actions.",,,
../TacticsCards/VAN SAAR/Security Override.png,Security Override,Yan Saar Tactics,"If your gang is the attacker, play this tactic during
the Priority phase of any round, after Roll for
Priority, but before Ready Fighters. If your gang
is not the attacker, discard this tactic and select
another. Every closed door on the battlefield
immediately opens. Every locked door
immediately unlocks and opens. Every door
terminal on the battlefield immediately ceases

to function (and may be removed). If there are
fewer than three doors on the battlefield, you
may discard this tactic and select another.",,,
../TacticsCards/VAN SAAR/Shut-in.png,Shut-in,Yan Saar Tactics,"If you are the defender, play this tactic during
the Priority phase of any round, after Roll for
Priority, but before Ready Fighters. If you aren't
the defender, discard this tactic and select another
Open doors on the battlefield immediately close.
Doors with a terminal become locked. Closed
doors without a terminal also become locked but
can only be opened by force, either by targeting
with attacks or by performing a Force Door
(Basic) action. If there are fewer than three doors
you may discard this tactic and select another.",,,
../TacticsCards/VAN SAAR/Tracer Fire.png,Tracer Fire,Yan Saar Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

For the duration of this round, any friendly
fighter that performs a Shoot (Basic) or Shoot
(Double) action as part of a Group Activation
may apply a +1 modifier to their Ballistic Skill
for the duration of their activation.",,,
../TacticsCards/VAN SAAR/Unexpected Allies.png,Unexpected Allies,Yan Saar Tactics,"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Your gang may
immediately recruit up to three Subteks. They're
recruited for free but will leave the gang at the
end of this battle. Each Subtek has either a lasgu
or two laspistols. These fighters aren't counted
towards your maximum crew size - they're taken
in addition to your starting crew. If you don't
have models available, you may discard this tactic
and select another.",,,
../TacticsCards/VAN SAAR/Warforge.png,Warforge,Van Saar Tactics,"| Play at the start of the game, after both sides
have deployed.

For the duration of this battle, all friendly
models add a +1 modifier to any Ammo
checks they are required to take.",,,
../TacticsCards/VAN SAAR/Weakened Physiology.png,Weakened Physiology,Yan Saar Tactics,"Play this gang tactic during any End phase,
before your opponent makes any Recovery tests.
Choose one Seriously Injured fighter belonging
to the enemy gang. Your opponent must roll one
extra Injury dice when making a Recovery test for
this fighter. In addition, you may choose which
Injury dice result is resolved and which are
discarded.",,,
../TacticsCards/VAN SAAR/Weapon Drill.png,Weapon Drill,Yan Saar Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

For the duration of this battle, you may re-roll
any rolls of a natural 1 made when making

an Ammo check.",,,
../TacticsCards/VAN SAAR VEHICLES/Auspex Bafflers.png,Auspex Bafflers,Van Saar Vehicle Tactics,"Play this gang tactic at the start of the battle
before the first roll for Priority.

Select a friendly vehicle. For the duration of this
battle, they do not gain the Revealed condition
for moving or firing a weapon. At the end of each
of the vehicle's activations, roll a D6. On a result
of a 1, the auspex bafflers stop working and have
no further effect.",,,
../TacticsCards/VAN SAAR VEHICLES/Auto-righting Stabilisers.png,Auto-righting Stabilisers,Van Saar Vehicle Tactics,"Play this gang tactic at the start of the battle
before the first roll for Priority. Select D3
friendly fighters subject to the Mounted
condition.

For the duration of the battle, they treat their
Initiative characteristic as 2+ when performing
the Stand Up (Basic) action.",,,
../TacticsCards/VAN SAAR VEHICLES/Automantic Kill-switch.png,Automantic Kill-switch,Van Saar Vehicle Tactics,"Play this gang tactic instead of activating

a friendly model.

Select a Mobile enemy vehicle. Change its Status
to Stationary and Stalled.",,,
../TacticsCards/VAN SAAR VEHICLES/Automantic Override.png,Automantic Override,Van Saar Vehicle Tactics,"Play this gang tactic instead of activating

a friendly model.

Select a weapon with the Crew Operated trait
mounted on an enemy vehicle. The enemy
vehicle suffers an automatic hit in the Side from
the selected weapon.",,,
../TacticsCards/VAN SAAR VEHICLES/Automated Repair.png,Automated Repair,Van Saar Vehicle Tactics,"Play this gang tactic at the start of the battle
before the first roll for Priority.

Select a friendly vehicle. For the duration of the
battle, roll a D6 for the vehicle during the
Recovery and Restart step of the End phase; on
a 5+ the vehicle regains 1 Hull Point lost earlier
in the battle.",,,
